ad_type,city,cname,day,deliver,ftype,invite,maxsal,minsal,name,refresh,type,url,uuid
f,上海,众安保险,3,False,1,False,200,150,java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/5C/74/5C081F7F567375259C530407908F0374.png,inn_nkn1ibfupvcc
f,上海,众安保险,4,False,1,False,200,150,Java实习生-机器学习平台开发,08-15,intern,https://sxsimg.xiaoyuanzhao.com/5C/74/5C081F7F567375259C530407908F0374.png,inn_nrurju0ngy9j
f,上海,众安保险,4,False,1,False,200,150,java实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/5C/74/5C081F7F567375259C530407908F0374.png,inn_ixeqhesjqoyt
f,北京,数据堂,5,False,1,False,2,1,后端Java研发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/F8/AB/F8293E3A1A2E8393700AE850BA5C1AAB.png,inn_3lqsvdc6fj3b
f,深圳,AICoin,5,False,1,False,200,150,前端实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/BE/D6/BE9F00C7274F5DCABC04A4FC3BC0E9D6.png,inn_8dpfzfbtlrsj
f,上海,亚信科技,5,False,1,False,180,120,2019届Java开发实习生（上海）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/BA/3B/BAD25D660674E015E42C177A110C2A3B.png,inn_ozq86oxi5ss8
f,北京,友邦创新,3,False,1,False,150,100,Java 实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/84/3D/8470097E379191637DE029C0B382A43D.jpg,inn_h6jz0nhrrppi
f,北京,赛迪时代,4,False,1,False,120,100,JAVA实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/7F/56/7F5AE6ED0D2B748239A454B1467A8056.png,inn_psetx8rlbyll
f,北京,Cloudwiz,5,False,1,False,300,200,Java 后端开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C4/9D/C49739930DEDFC536D246A0ED6531D9D.png,inn_12wrwlcx50ht
f,北京,Cloudwiz,5,False,1,False,250,200,JAVA开发工程师实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C4/9D/C49739930DEDFC536D246A0ED6531D9D.png,inn_mgltrgceyoct
f,北京,Cloudwiz,4,False,1,False,250,200,Java开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C4/9D/C49739930DEDFC536D246A0ED6531D9D.png,inn_dqythdflsmzh
f,北京,用友能源,5,False,1,False,150,100,JAVA软件工程师(2019届),08-15,intern,https://sxsimg.xiaoyuanzhao.com/15/44/15D1B894BC5836CAC09412F35465D244.jpg,inn_tgukttvoddyc
f,北京,牛客网,4,False,1,False,350,200,JAVA开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/95/D3/958C07E628CDE8963E131C142AB030D3.jpg,inn_axvaxzswk3lu
f,北京,拓普互联,5,False,1,False,2,1,java实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/D2/2F/D2FAA6D09DFFA89A55A325E89D9CC62F.png,inn_bivr7bgehu0o
f,成都,远海国际,5,False,1,False,150,100,Java实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/98/7E/9828C7E553FC79413D0ACE09A381D37E.png,inn_lolfufcjr2as
f,北京,优朋,4,False,1,False,250,200,软件开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/32/04/32897039948351DC7DEFE28EA9F11A04.jpg,inn_3blofvxbrc2o
f,北京,声智科技,5,False,1,False,120,100,Java工程师实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/87/F8/875C84C0340E219FAADCE40E68F6B5F8.png,inn_yj9yghz0fbdl
f,成都,新网银行,5,False,1,False,180,150,软件开发,08-15,intern,https://sxsimg.xiaoyuanzhao.com/AE/8C/AE079FFF8E9F578FF4F0DB079B77868C.png,inn_jlsk6od4tlvc
f,上海,星环科技,3,False,1,False,250,200,分布式存储开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C7/D8/C750B2AF27B7D08B1590DAFA4F58D8D8.png,inn_of79d3zs4zsq
f,上海,星环科技,3,False,1,False,250,200,Java后台工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C7/D8/C750B2AF27B7D08B1590DAFA4F58D8D8.png,inn_h1nnxfhx3jfk
f,上海,星环科技,3,False,1,False,250,200,AI平台开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C7/D8/C750B2AF27B7D08B1590DAFA4F58D8D8.png,inn_wkqtpep2yaw8
f,杭州,网易,4,False,1,False,150,100,JAVA开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/39/DC/3949ADBD9F36225E9C8834910936C7DC.png,inn_ezc31tylhzqo
f,杭州,深睿医疗,5,False,1,False,201,200,java实习,08-15,intern,https://sxsimg.xiaoyuanzhao.com/EB/BB/EB62409E4454E2566AD4BF1540D2EABB.png,inn_m098axuqj8c5
f,杭州,慧码科技,5,False,0,False,200,150,java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/22/71/22614DC5130BC454E04EB3DCFDD19D71.jpg,inn_owgrjgayjjbu
f,北京,时速云,2,False,1,False,300,150,Java实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/19/BD/19B5D0B169017BA5FEDA3F7D52E193BD.jpg,inn_f1twgmk6fuqt
f,上海,优复数学,4,False,1,False,250,150,Java工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/37/AA/37343A12377D2D61150972362D9028AA.png,inn_piya1hpudotz
f,上海,优复数学,4,False,1,False,250,150,Java实习工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/37/AA/37343A12377D2D61150972362D9028AA.png,inn_0ubx3bgbnj4v
f,杭州,连连支付,4,False,1,False,140,120,JAVA实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/79/07/79B08EB012CB582DE620453ADE91B407.png,inn_u5ulzqxtsmhp
f,广州,择彦,5,False,0,False,150,100,Java开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/FD/0A/FD099AE1B6389D9C896487087484990A.png,inn_8zqfqw9csufq
f,天津,华钦科技,3,False,1,False,150,100,2019届Java/大数据开发/python实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/26/46/268520017FB29C440F407C22CBAD5546.png,inn_cu8t5nga8aqx
f,苏州,安硕信息,4,False,1,False,140,120,JAVA开发（2018年本科毕业）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/68/4E/68E957879ACC4C140F1C588C2EF0114E.png,inn_zlcymaiyvnys
f,北京,安硕信息,5,False,1,False,140,120,JAVA开发（2018年本科毕业）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/68/4E/68E957879ACC4C140F1C588C2EF0114E.png,inn_dchv4r5ieugp
f,上海,安硕信息,5,False,1,False,150,120,JAVA开发（2018年本科毕业）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/68/4E/68E957879ACC4C140F1C588C2EF0114E.png,inn_liywv0idnzac
f,天津,安硕信息,4,False,1,False,150,100,JAVA开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/68/4E/68E957879ACC4C140F1C588C2EF0114E.png,inn_lyhbfm6z2xbg
f,上海,安硕信息,5,False,1,False,150,100,上海JAVA开发,08-15,intern,https://sxsimg.xiaoyuanzhao.com/68/4E/68E957879ACC4C140F1C588C2EF0114E.png,inn_rcbi4qiyxqav
f,苏州,安硕信息,4,False,1,False,150,100,苏州JAVA开发实习,08-15,intern,https://sxsimg.xiaoyuanzhao.com/68/4E/68E957879ACC4C140F1C588C2EF0114E.png,inn_1ohjjb5dlzo4
f,上海,优复教育,4,False,1,False,250,150,Java工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/14/74/148832F2B34C1B61012293E21DEAAE74.png,inn_nwfgdzlsyoyr
f,武汉,航班管家,4,False,0,False,150,100,Java实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/22/C2/2294BA84FABF2C21772058FE1B1785C2.png,inn_o6ykbd0pubu1
f,南京,天数智芯,3,False,1,False,200,150,容器云/研发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/42/D6/4257F0A8AC58F716E0079720FD9A6DD6.jpg,inn_lbcl32cmz5zc
f,青岛,长安新生,4,False,1,False,120,100,java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/B9/CC/B9B38546BFF776BB0A81DDBB74AF11CC.png,inn_5c3ho21viskc
f,广州,越秀金科,4,False,1,False,100,80,java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/07/C9/0787E3E13ACFCF5152B47FBD8C7833C9.jpg,inn_nv5duecjgtst
f,北京,宽凳科技,5,False,1,False,280,160,Java开发工程师实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/A4/7C/A4A9CE9928C2842A79071A44AA62FA7C.png,inn_hdlt0vmdvtlx
f,北京,宽凳科技,5,False,1,False,280,160,Java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/A4/7C/A4A9CE9928C2842A79071A44AA62FA7C.png,inn_vgopmrcf5z0x
f,上海,易保科技,3,False,1,False,150,120,Java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/EB/8D/EB090B8E4181F518CBDE87A1DAE68D8D.jpg,inn_rxar7mcdzddy
f,广州,紫光云,5,False,1,False,300,250,Java高级开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/FF/C7/FF1A5846EE1F5A1CE3FBEA9D44739DC7.png,inn_llsfoh6y1t5n
f,广州,紫光云,5,False,1,False,200,150,Java中级开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/FF/C7/FF1A5846EE1F5A1CE3FBEA9D44739DC7.png,inn_pezncdaiewfa
f,广州,动点科技,5,False,1,False,200,120,java开发,08-15,intern,https://sxsimg.xiaoyuanzhao.com/D0/41/D01A0DE0FAF100FA2AAD7F92CD75E041.png,inn_rszsup9wcerc
f,广州,动点科技,5,False,1,False,180,100,java编程开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/D0/41/D01A0DE0FAF100FA2AAD7F92CD75E041.png,inn_475tm0whgyvx
f,广州,唯普汽车,4,False,1,False,150,100,Java或Python开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/60/B0/60BB41FD070CD85F23B4D68C08A638B0.png,inn_yj7xgwfx0mcx
f,上海,携程,4,False,1,False,2,1,java开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/A6/13/A63BE1FBCB85B363C400B669A5CF6C13.jpg,inn_jcpppkwu1o25
f,"福州,泉州",南威软件,4,False,1,False,150,100,java开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/AC/E5/ACAE9D9474A65B2A5344B2F679FA40E5.png,inn_spfkfzoxo2ri
f,上海,澳汰尔,3,False,1,False,150,100,Flux软件应用实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/A1/2F/A11A1E0A75FD7064C8BD5DCC61747A2F.jpg,inn_yujoon2mmytz
f,北京,中公教育,5,False,1,False,400,300,Java研发编辑,08-15,intern,https://sxsimg.xiaoyuanzhao.com/E7/D6/E7371E37E218D32F6ECEAB89A1C6C4D6.png,inn_onzknvimaswl
f,上海,思创华信,3,False,1,False,150,100,java软件工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/48/1D/48D56C6AE7CB446DD09E2535E114AD1D.png,inn_kv2zhta7ynao
f,武汉,多比特,4,False,1,False,140,80,JAVA开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/B5/55/B50C75BCC7C8C4E13033734A1D2BA855.png,inn_zvbipaapu39v
f,北京,IBM,3,False,1,False,200,150,Java/Javascript实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/59/D8/599C1241866611ACE75A87EB4BC8D4D8.png,inn_fs33gyapodsj
f,上海,丽人丽妆,5,False,1,False,200,150,2019届Java实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/69/32/699DC74937CABA01CE0D5C8495041D32.png,inn_xa3ayitlfgnr
f,北京,优贝在线,5,False,1,False,200,150,Java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/63/E5/6359523820EC29A222C8775965F77FE5.jpg,inn_x6fpzbheovig
f,金华,用友软件,5,False,1,False,150,100,红狮水泥JAVA开发实习生（金华）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/FC/69/FC5E0BB799E5731F78898C6A013FFE69.jpg,inn_zjm6wqpffye7
f,南京,SHEIN,4,False,1,False,300,250,JAVA开发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/E2/D8/E2A37C969AA25E1E04A546C91D966ED8.png,inn_uqkov2btyvnf
f,上海,森浦资讯,3,False,1,False,200,199,Java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/21/15/211FAC260395FDBCFAE899BCAAB92D15.png,inn_i6pjgwrrjjea
f,杭州,亚信,4,False,1,False,150,100,JAVA 研发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/BA/3B/BAD25D660674E015E42C177A110C2A3B.png,inn_nidjg03u61fv
f,上海,爱元通科技,3,False,1,False,150,100,Java开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/4F/CB/4FF91512A18B015FB63ADDF171B0DBCB.jpg,inn_3tcvohzsydnc
f,北京,神州医疗,4,False,1,False,150,100,JAVA研发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/C1/DC/C1D8919C911D3923F8C2CA03611C36DC.jpg,inn_zujuzzfgenyu
f,广州,友邦资讯科技（广州）,3,False,1,False,150,100,软件开发/系统维护实习生（BAU）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/F2/A6/F278BF2C7043770FFF67DB23246BBBA6.png,inn_uh4v0s7gi7uf
f,广州,绿创信息,5,False,1,False,100,50,JAVA实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/BF/8B/BF5B020ECEC6DC55C667162737D3718B.png,inn_bhqh7v9pprih
f,佛山,三智头,5,False,1,False,100,80,JAVA/嵌入式/大数据/软件开发实习生,08-15,intern,https://sxsimg.xiaoyuanzhao.com/36/59/365422676E7B26E767DCC85981FC5059.png,inn_a9kz6ln0cx6g
f,北京,中卫国投,4,False,1,False,200,100,Java研发工程师,08-15,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-39/SJO3c576f0Vi2AM.jpg,inn_a4rhys10h6et
f,北京,中卫国投,5,False,1,False,200,100,java软件工程师（研发岗）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-39/SJO3c576f0Vi2AM.jpg,inn_u9dfituacnlh
f,"佛山,济南,南京,深圳",赛意信息,5,False,1,False,300,250,JAVA工程师（2019届）,08-15,intern,https://sxsimg.xiaoyuanzhao.com/9C/68/9C7549629B54964E034F50A90AB66668.jpg,inn_nsfaz43egygz
